,날짜,지역,면세유가
0,2013-01-03,경남,1164.016415630839
0,2013-01-03,제주,1102.3769692907629
0,2013-01-03,세종,1169.3712876756842
0,2013-01-04,서울,1246.797292225201
0,2013-01-04,부산,1207.670821147128
0,2013-01-04,대구,1177.3411840929402
0,2013-01-04,인천,1173.8419315135266
0,2013-01-04,광주,1151.1783315054024
0,2013-01-04,대전,1215.237695994801
0,2013-01-04,울산,1267.60654155496
0,2013-01-04,경기,1204.2761647981154
0,2013-01-04,강원,1156.0328897554637
0,2013-01-04,충북,1191.56312291819
0,2013-01-04,충남,1160.733726135348
0,2013-01-04,전북,1159.75704748558
0,2013-01-04,전남,1130.9206054512956
0,2013-01-04,경북,1148.8971583800474
0,2013-01-04,경남,1163.734597449021
0,2013-01-04,제주,1116.5678783816718
0,2013-01-04,세종,1168.298560402957
0,2013-01-05,서울,1247.597292225201
0,2013-01-05,부산,1206.343548419855
0,2013-01-05,대구,1176.9957295474856
0,2013-01-05,인천,1175.0601133317082
0,2013-01-05,광주,1150.9965133235844
0,2013-01-05,대전,1214.5195141766194
0,2013-01-05,울산,1267.342905191324
0,2013-01-05,경기,1203.894346616297
0,2013-01-05,강원,1155.769253391827
0,2013-01-05,충북,1191.326759281826
0,2013-01-05,충남,1160.2246352262573
0,2013-01-05,전북,1158.8934111219437
0,2013-01-05,전남,1130.884241814932
0,2013-01-05,경북,1148.8517038345929
0,2013-01-05,경남,1163.5891429035662
0,2013-01-05,제주,1116.5769692907627
0,2013-01-05,세종,1167.6531058575024
0,2013-01-06,서울,1247.1700194979285
0,2013-01-06,부산,1205.6799120562189
0,2013-01-06,대구,1176.868456820213
0,2013-01-06,인천,1174.796476968072
0,2013-01-06,광주,1150.6965133235842
0,2013-01-06,대전,1214.2195141766192
0,2013-01-06,울산,1266.2429051913236
0,2013-01-06,경기,1203.5488920708426
0,2013-01-06,강원,1155.2147079372817
0,2013-01-06,충북,1190.8994865545535
0,2013-01-06,충남,1159.75190795353
0,2013-01-06,전북,1158.1025020310344
0,2013-01-06,전남,1130.4206054512958
0,2013-01-06,경북,1148.2607947436838
0,2013-01-06,경남,1163.098233812657
0,2013-01-06,제주,1116.7042420180355
0,2013-01-06,세종,1166.5531058575027
0,2013-01-07,서울,1245.9336558615648
0,2013-01-07,부산,1205.9071847834916
0,2013-01-07,대구,1176.2230022747583
0,2013-01-07,인천,1173.423749695345
0,2013-01-07,광주,1151.5874224144934
0,2013-01-07,대전,1214.3740596311643
0,2013-01-07,울산,1266.4519961004148
0,2013-01-07,경기,1203.5398011617517
0,2013-01-07,강원,1154.887435210009
0,2013-01-07,충북,1190.2176683727353
0,2013-01-07,충남,1159.2700897717118
0,2013-01-07,전북,1158.0206838492163
0,2013-01-07,전남,1130.0115145422048
0,2013-01-07,경북,1148.142612925502
0,2013-01-07,경남,1163.0073247217483
0,2013-01-07,제주,1116.7042420180355
0,2013-01-07,세종,1167.0712876756843
0,2013-01-08,서울,1246.4609285888375
0,2013-01-08,부산,1205.1526393289462
0,2013-01-08,대구,1175.977547729304
0,2013-01-08,인천,1172.7601133317085
0,2013-01-08,광주,1150.3601496872209
0,2013-01-08,대전,1213.2195141766192
0,2013-01-08,울산,1265.761087009506
0,2013-01-08,경기,1203.4216193435698
0,2013-01-08,강원,1154.4965261190998
0,2013-01-08,충북,1190.3176683727352
0,2013-01-08,충남,1158.6064534080754
0,2013-01-08,전북,1157.447956576489
0,2013-01-08,전남,1129.5296963603869
0,2013-01-08,경북,1147.515340198229
0,2013-01-08,경남,1162.9345974490209
0,2013-01-08,제주,1124.9951511089446
0,2013-01-08,세종,1165.1258331302297
0,2013-01-09,서울,1245.5972922252013
0,2013-01-09,부산,1204.761730238037
0,2013-01-09,대구,1175.3139113656675
0,2013-01-09,인천,1172.7782951498905
0,2013-01-09,광주,1149.9510587781297
0,2013-01-09,대전,1212.983150540255
0,2013-01-09,울산,1266.0065415549602
0,2013-01-09,경기,1202.8761647981153
0,2013-01-09,강원,1154.0874352100088
0,2013-01-09,충북,1189.4994865545534
0,2013-01-09,충남,1158.0609988626206
0,2013-01-09,전북,1156.947956576489
0,2013-01-09,전남,1129.3296963603866
0,2013-01-09,경북,1146.1789765618653
0,2013-01-09,경남,1162.32550653993
0,2013-01-09,제주,1125.04969656349
0,2013-01-09,세종,1162.1440149484115
0,2013-01-10,서울,1244.9700194979284
0,2013-01-10,부산,1204.2253666016736
0,2013-01-10,대구,1175.504820456577
0,2013-01-10,인천,1171.7328406044358
0,2013-01-10,광주,1149.3874224144936
0,2013-01-10,대전,1212.4922414493467
0,2013-01-10,울산,1264.942905191324
0,2013-01-10,경기,1202.4579829799334
0,2013-01-10,강원,1153.5147079372814
0,2013-01-10,충북,1189.3176683727352
0,2013-01-10,충남,1157.3609988626208
0,2013-01-10,전북,1156.0843202128526
0,2013-01-10,전남,1128.8296963603866
0,2013-01-10,경북,1146.0789765618654
0,2013-01-10,경남,1161.6800519944754
0,2013-01-10,제주,1125.5315147453082
0,2013-01-10,세종,1161.353105857503
0,2013-01-11,서울,1244.4427467706555
0,2013-01-11,부산,1203.9253666016734
0,2013-01-11,대구,1174.9866386383949
0,2013-01-11,인천,1171.9328406044358
0,2013-01-11,광주,1149.1965133235844
0,2013-01-11,대전,1212.0831505402557
0,2013-01-11,울산,1265.4792688276875
0,2013-01-11,경기,1202.1761647981157
0,2013-01-11,강원,1153.2147079372817
0,2013-01-11,충북,1188.744941100008
0,2013-01-11,충남,1157.133726135348
0,2013-01-11,전북,1155.4388656673982
0,2013-01-11,전남,1128.8660599967502
0,2013-01-11,경북,1145.7789765618656
0,2013-01-11,경남,1161.4891429035663
0,2013-01-11,제주,1125.395151108945
0,2013-01-11,세종,1161.5985604029572
0,2013-01-12,서울,1245.1700194979285
0,2013-01-12,부산,1203.198093874401
0,2013-01-12,대구,1175.1139113656675
0,2013-01-12,인천,1172.5510224226173
0,2013-01-12,광주,1149.2874224144934
0,2013-01-12,대전,1212.3104232675282
0,2013-01-12,울산,1264.0429051913238
0,2013-01-12,경기,1201.9579829799336
0,2013-01-12,강원,1153.0056170281907
0,2013-01-12,충북,1188.3994865545535
0,2013-01-12,충남,1156.5882715898936
0,2013-01-12,전북,1155.2843202128524
0,2013-01-12,전남,1128.5660599967505
0,2013-01-12,경북,1145.6517038345928
0,2013-01-12,경남,1161.1709610853848
0,2013-01-12,제주,1125.4860601998537
0,2013-01-12,세종,1159.8621967665931
0,2013-01-13,서울,1244.3336558615647
0,2013-01-13,부산,1202.952639328946
0,2013-01-13,대구,1174.677547729304
0,2013-01-13,인천,1172.3237496953448
0,2013-01-13,광주,1149.5874224144934
0,2013-01-13,대전,1211.8922414493468
0,2013-01-13,울산,1264.3519961004145
0,2013-01-13,경기,1201.5852557072062
0,2013-01-13,강원,1152.8147079372816
0,2013-01-13,충북,1188.3813047363717
0,2013-01-13,충남,1156.4973624989846
0,2013-01-13,전북,1154.6206838492162
0,2013-01-13,전남,1128.3478781785684
0,2013-01-13,경북,1145.333522016411
0,2013-01-13,경남,1160.6800519944754
0,2013-01-13,제주,1125.058787472581
0,2013-01-13,세종,1160.7258331302298
0,2013-01-14,서울,1245.0518376797463
0,2013-01-14,부산,1202.9071847834916
0,2013-01-14,대구,1174.94118409294
0,2013-01-14,인천,1172.569204240799
0,2013-01-14,광주,1149.5056042326753
0,2013-01-14,대전,1211.82860508571
0,2013-01-14,울산,1263.90654155496
0,2013-01-14,경기,1201.5488920708426
0,2013-01-14,강원,1152.769253391827
0,2013-01-14,충북,1188.044941100008
0,2013-01-14,충남,1156.2519079535298
0,2013-01-14,전북,1154.675229303762
0,2013-01-14,전남,1128.3206054512957
0,2013-01-14,경북,1145.3971583800474
0,2013-01-14,경남,1160.9436883581118
0,2013-01-14,제주,1125.231514745308
0,2013-01-14,세종,1160.7258331302298
0,2013-01-15,서울,1244.7427467706557
0,2013-01-15,부산,1202.7344575107643
0,2013-01-15,대구,1175.0139113656674
0,2013-01-15,인천,1171.4692042407994
0,2013-01-15,광주,1149.9419678690388
0,2013-01-15,대전,1211.72860508571
0,2013-01-15,울산,1263.8701779185965
0,2013-01-15,경기,1201.303437525388
0,2013-01-15,강원,1152.5328897554634
0,2013-01-15,충북,1187.826759281826
0,2013-01-15,충남,1155.7882715898934
0,2013-01-15,전북,1154.3661383946708
0,2013-01-15,전남,1127.8660599967502
0,2013-01-15,경북,1145.015340198229
0,2013-01-15,경남,1160.7618701762938
0,2013-01-15,제주,1125.3496965634902
0,2013-01-15,세종,1160.3985604029572
0,2013-01-16,서울,1244.5336558615647
0,2013-01-16,부산,1202.4980938744006
0,2013-01-16,대구,1175.0502750020312
0,2013-01-16,인천,1172.1328406044356
0,2013-01-16,광주,1149.45105877813
0,2013-01-16,대전,1212.0922414493466
0,2013-01-16,울산,1264.179268827687
0,2013-01-16,경기,1201.0579829799335
0,2013-01-16,강원,1151.978344300918
0,2013-01-16,충북,1187.6358501909172
0,2013-01-16,충남,1155.3973624989844
0,2013-01-16,전북,1153.538865667398
0,2013-01-16,전남,1127.5660599967505
0,2013-01-16,경북,1144.42443110732
0,2013-01-16,경남,1160.22550653993
0,2013-01-16,제주,1125.3224238362177
0,2013-01-16,세종,1160.6894694938662
0,2013-01-17,서울,1244.58820131611
0,2013-01-17,부산,1201.652639328946
0,2013-01-17,대구,1174.777547729304
0,2013-01-17,인천,1171.7782951498905
0,2013-01-17,광주,1149.8510587781298
0,2013-01-17,대전,1211.5740596311648
0,2013-01-17,울산,1262.8247233731422
0,2013-01-17,경기,1200.6216193435698
0,2013-01-17,강원,1151.4419806645542
0,2013-01-17,충북,1187.435850190917
0,2013-01-17,충남,1155.1246352262574
0,2013-01-17,전북,1153.5661383946708
0,2013-01-17,전남,1127.4296963603867
0,2013-01-17,경북,1144.0698856527745
0,2013-01-17,경남,1160.32550653993
0,2013-01-17,제주,1125.6042420180354
0,2013-01-17,세종,1159.5712876756843
0,2013-01-18,서울,1244.1791104070192
0,2013-01-18,부산,1201.4162756925823
0,2013-01-18,대구,1174.2320931838494
0,2013-01-18,인천,1171.3328406044357
0,2013-01-18,광주,1149.5056042326753
0,2013-01-18,대전,1211.419514176619
0,2013-01-18,울산,1263.5519961004147
0,2013-01-18,경기,1200.2852557072065
0,2013-01-18,강원,1151.2328897554637
0,2013-01-18,충북,1187.2267592818262
0,2013-01-18,충남,1154.542817044439
0,2013-01-18,전북,1153.4025020310344
0,2013-01-18,전남,1127.3569690876593
0,2013-01-18,경북,1143.8698856527749
0,2013-01-18,경남,1159.716415630839
0,2013-01-18,제주,1109.9951511089446
0,2013-01-18,세종,1158.907651312048
0,2013-01-19,서울,1244.2609285888375
0,2013-01-19,부산,1201.0526393289465
0,2013-01-19,대구,1173.7866386383948
0,2013-01-19,인천,1170.996476968072
0,2013-01-19,광주,1149.5783315054025
0,2013-01-19,대전,1211.3104232675282
0,2013-01-19,울산,1263.1429051913235
0,2013-01-19,경기,1199.8670738890244
0,2013-01-19,강원,1151.0056170281905
0,2013-01-19,충북,1187.035850190917
0,2013-01-19,충남,1154.85190795353
0,2013-01-19,전북,1152.9752293037618
0,2013-01-19,전남,1126.884241814932
0,2013-01-19,경북,1143.7607947436838
0,2013-01-19,경남,1159.3982338126573
0,2013-01-19,제주,1108.6224238362172
0,2013-01-19,세종,1158.407651312048
0,2013-01-20,서울,1243.4882013161102
0,2013-01-20,부산,1201.452639328946
0,2013-01-20,대구,1173.9866386383949
0,2013-01-20,인천,1170.487386058981
0,2013-01-20,광주,1149.6965133235844
0,2013-01-20,대전,1210.9831505402558
0,2013-01-20,울산,1262.4519961004148
0,2013-01-20,경기,1199.7488920708429
0,2013-01-20,강원,1150.7237988463726
0,2013-01-20,충북,1186.5267592818263
0,2013-01-20,충남,1154.8155443171663
0,2013-01-20,전북,1152.547956576489
0,2013-01-20,전남,1126.602423633114
0,2013-01-20,경북,1143.12443110732
0,2013-01-20,경남,1159.32550653993
0,2013-01-20,제주,1107.9951511089446
0,2013-01-20,세종,1158.2440149484116
0,2013-01-21,서울,1243.415474043383
0,2013-01-21,부산,1200.9162756925823
0,2013-01-21,대구,1173.468456820213
0,2013-01-21,인천,1169.887386058981
0,2013-01-21,광주,1149.114695141766
0,2013-01-21,대전,1210.7831505402555
0,2013-01-21,울산,1262.8701779185967
0,2013-01-21,경기,1199.630710252661
0,2013-01-21,강원,1150.6056170281909
0,2013-01-21,충북,1186.472213827281
0,2013-01-21,충남,1154.15190795353
0,2013-01-21,전북,1152.5025020310345
0,2013-01-21,전남,1126.5206054512958
0,2013-01-21,경북,1143.1517038345928
0,2013-01-21,경남,1159.316415630839
0,2013-01-21,제주,1108.4133329271262
0,2013-01-21,세종,1158.907651312048
0,2013-01-22,서울,1242.2336558615648
0,2013-01-22,부산,1200.8617302380371
0,2013-01-22,대구,1173.168456820213
0,2013-01-22,인천,1170.3692042407993
0,2013-01-22,광주,1149.1419678690388
0,2013-01-22,대전,1210.3649687220736
0,2013-01-22,울산,1262.833814282233
0,2013-01-22,경기,1199.103437525388
0,2013-01-22,강원,1149.8419806645545
0,2013-01-22,충북,1185.854032009099
0,2013-01-22,충남,1153.342817044439
0,2013-01-22,전북,1151.9025020310344
0,2013-01-22,전남,1126.384241814932
0,2013-01-22,경북,1142.842612925502
0,2013-01-22,경남,1159.0527792672026
0,2013-01-22,제주,1107.895151108945
0,2013-01-22,세종,1159.3712876756842
0,2013-01-23,서울,1240.3518376797467
0,2013-01-23,부산,1199.6617302380369
0,2013-01-23,대구,1172.5048204565765
0,2013-01-23,인천,1169.6419315135267
0,2013-01-23,광주,1149.2237860508571
0,2013-01-23,대전,1210.3922414493463
0,2013-01-23,울산,1261.6974506458691
0,2013-01-23,경기,1198.0670738890244
0,2013-01-23,강원,1149.8510715736452
0,2013-01-23,충북,1185.7994865545536
0,2013-01-23,충남,1152.9700897717116
0,2013-01-23,전북,1151.4752293037618
0,2013-01-23,전남,1125.5478781785685
0,2013-01-23,경북,1142.3607947436838
0,2013-01-23,경남,1158.4436883581118
0,2013-01-23,제주,1108.2042420180353
0,2013-01-23,세종,1157.5531058575025
0,2013-01-24,서울,1239.597292225201
0,2013-01-24,부산,1198.6890029653098
0,2013-01-24,대구,1172.2320931838494
0,2013-01-24,인천,1169.005567877163
0,2013-01-24,광주,1148.523786050857
0,2013-01-24,대전,1209.8467869038925
0,2013-01-24,울산,1263.115632464051
0,2013-01-24,경기,1197.7398011617518
0,2013-01-24,강원,1149.7510715736453
0,2013-01-24,충북,1185.2085774636444
0,2013-01-24,충남,1152.8155443171663
0,2013-01-24,전북,1151.3297747583072
0,2013-01-24,전남,1125.502423633114
0,2013-01-24,경북,1142.0607947436836
0,2013-01-24,경남,1158.1982338126577
0,2013-01-24,제주,1108.1769692907626
0,2013-01-24,세종,1157.4167422211387
0,2013-01-25,서울,1238.606383134292
0,2013-01-25,부산,1198.3071847834915
0,2013-01-25,대구,1171.7411840929403
0,2013-01-25,인천,1168.5510224226175
0,2013-01-25,광주,1148.5510587781298
0,2013-01-25,대전,1209.0104232675285
0,2013-01-25,울산,1262.4065415549603
0,2013-01-25,경기,1197.2579829799336
0,2013-01-25,강원,1149.4601624827362
0,2013-01-25,충북,1185.2994865545534
0,2013-01-25,충남,1152.2882715898936
0,2013-01-25,전북,1151.0115929401254
0,2013-01-25,전남,1125.002423633114
0,2013-01-25,경북,1141.6517038345928
0,2013-01-25,경남,1157.707324721748
0,2013-01-25,제주,1095.5133329271264
0,2013-01-25,세종,1157.589469493866
0,2013-01-26,서울,1239.1336558615646
0,2013-01-26,부산,1197.0344575107642
0,2013-01-26,대구,1171.7139113656676
0,2013-01-26,인천,1167.5237496953446
0,2013-01-26,광주,1149.2783315054023
0,2013-01-26,대전,1208.5831505402557
0,2013-01-26,울산,1261.715632464051
0,2013-01-26,경기,1196.8852557072064
0,2013-01-26,강원,1149.560162482736
0,2013-01-26,충북,1184.7176683727353
0,2013-01-26,충남,1152.0700897717118
0,2013-01-26,전북,1150.8115929401254
0,2013-01-26,전남,1124.9296963603867
0,2013-01-26,경북,1141.333522016411
0,2013-01-26,경남,1157.4709610853845
0,2013-01-26,제주,1094.6951511089446
0,2013-01-26,세종,1158.8985604029572
0,2013-01-27,서울,1238.68820131611
0,2013-01-27,부산,1196.6799120562189
0,2013-01-27,대구,1171.059365911122
0,2013-01-27,인천,1167.7419315135269
0,2013-01-27,광주,1148.6510587781297
0,2013-01-27,대전,1208.2649687220735
0,2013-01-27,울산,1261.0974506458692
0,2013-01-27,경기,1196.6761647981157
0,2013-01-27,강원,1149.069253391827
0,2013-01-27,충북,1184.1994865545537
0,2013-01-27,충남,1151.7700897717118
0,2013-01-27,전북,1150.3025020310342
0,2013-01-27,전남,1124.5478781785685
0,2013-01-27,경북,1141.0789765618654
0,2013-01-27,경남,1157.12550653993
0,2013-01-27,제주,1094.7406056543991
0,2013-01-27,세종,1157.5440149484116
0,2013-01-28,서울,1238.6427467706555
0,2013-01-28,부산,1196.952639328946
0,2013-01-28,대구,1171.577547729304
0,2013-01-28,인천,1168.4146587862538
0,2013-01-28,광주,1148.2419678690387
0,2013-01-28,대전,1208.137695994801
0,2013-01-28,울산,1262.297450645869
0,2013-01-28,경기,1196.430710252661
0,2013-01-28,강원,1149.0874352100088
0,2013-01-28,충북,1183.9631229181896
0,2013-01-28,충남,1151.65190795353
0,2013-01-28,전북,1149.9297747583073
0,2013-01-28,전남,1124.893332724023
0,2013-01-28,경북,1141.051703834593
0,2013-01-28,경남,1157.452779267203
0,2013-01-28,제주,1094.3133329271263
0,2013-01-28,세종,1156.8258331302295
0,2013-01-29,서울,1238.7609285888375
0,2013-01-29,부산,1197.6253666016737
0,2013-01-29,대구,1171.8775477293038
0,2013-01-29,인천,1168.2237496953446
0,2013-01-29,광주,1149.3510587781298
0,2013-01-29,대전,1208.5740596311648
0,2013-01-29,울산,1262.7792688276872
0,2013-01-29,경기,1196.4852557072063
0,2013-01-29,강원,1148.5056170281905
0,2013-01-29,충북,1183.9358501909169
0,2013-01-29,충남,1151.1064534080754
0,2013-01-29,전북,1149.8206838492165
0,2013-01-29,전남,1124.7751509058412
0,2013-01-29,경북,1140.6698856527746
0,2013-01-29,경남,1157.8164156308392
0,2013-01-29,제주,1094.2406056543991
0,2013-01-29,세종,1156.0440149484116
0,2013-01-30,서울,1238.606383134292
0,2013-01-30,부산,1197.6071847834914
0,2013-01-30,대구,1172.095729547486
0,2013-01-30,인천,1167.97829514989
0,2013-01-30,광주,1148.6601496872206
0,2013-01-30,대전,1208.3922414493463
0,2013-01-30,울산,1262.5519961004147
0,2013-01-30,경기,1196.3670738890244
0,2013-01-30,강원,1148.687435210009
0,2013-01-30,충북,1184.0085774636443
0,2013-01-30,충남,1150.8973624989844
0,2013-01-30,전북,1149.675229303762
0,2013-01-30,전남,1124.093332724023
0,2013-01-30,경북,1140.3880674709565
0,2013-01-30,경남,1157.4891429035663
0,2013-01-30,제주,1094.2860601998536
0,2013-01-30,세종,1156.789469493866
0,2013-01-31,서울,1238.6791104070192
0,2013-01-31,부산,1197.3799120562187
0,2013-01-31,대구,1172.086638638395
0,2013-01-31,인천,1167.4510224226174
0,2013-01-31,광주,1147.732876959948
0,2013-01-31,대전,1208.3922414493463
0,2013-01-31,울산,1262.0883597367783
0,2013-01-31,경기,1196.1488920708423
0,2013-01-31,강원,1147.951071573645
0,2013-01-31,충북,1183.444941100008
0,2013-01-31,충남,1150.9519079535298
0,2013-01-31,전북,1149.4388656673982
0,2013-01-31,전남,1123.9387872694774
0,2013-01-31,경북,1140.1698856527746
0,2013-01-31,경남,1157.2345974490208
0,2013-01-31,제주,1093.74969656349
0,2013-01-31,세종,1155.798560402957
0,2013-02-01,서울,1238.9427467706555
0,2013-02-01,부산,1196.6799120562189
0,2013-02-01,대구,1172.559365911122
0,2013-02-01,인천,1168.0146587862537
0,2013-02-01,광주,1147.2783315054023
0,2013-02-01,대전,1207.7104232675283
0,2013-02-01,울산,1263.215632464051
0,2013-02-01,경기,1195.6398011617516
0,2013-02-01,강원,1147.8419806645545
0,2013-02-01,충북,1183.554032009099
0,2013-02-01,충남,1150.015544317166
0,2013-02-01,전북,1148.938865667398
0,2013-02-01,전남,1123.7569690876594
0,2013-02-01,경북,1140.133522016411
0,2013-02-01,경남,1156.8800519944757
0,2013-02-01,제주,1094.222423836217
0,2013-02-01,세종,1154.4803785847755
0,2013-02-02,서울,1238.68820131611
0,2013-02-02,부산,1196.7162756925827
0,2013-02-02,대구,1172.650275002031
0,2013-02-02,인천,1168.387386058981
0,2013-02-02,광주,1147.6237860508572
0,2013-02-02,대전,1208.3467869038918
0,2013-02-02,울산,1266.3338142822329
0,2013-02-02,경기,1196.1216193435698
0,2013-02-02,강원,1147.687435210009
0,2013-02-02,충북,1183.5176683727354
0,2013-02-02,충남,1150.088271589893
0,2013-02-02,전북,1149.1752293037616
0,2013-02-02,전남,1124.2206054512956
0,2013-02-02,경북,1140.0335220164109
0,2013-02-02,경남,1157.0618701762935
0,2013-02-02,제주,1093.8678783816715
0,2013-02-02,세종,1154.889469493866
0,2013-02-03,서울,1238.7245649524737
0,2013-02-03,부산,1196.0980938744008
0,2013-02-03,대구,1172.1593659111222
0,2013-02-03,인천,1168.2419315135264
0,2013-02-03,광주,1147.505604232675
0,2013-02-03,대전,1208.5376959948012
0,2013-02-03,울산,1265.833814282233
0,2013-02-03,경기,1195.930710252661
0,2013-02-03,강원,1147.305617028191
0,2013-02-03,충북,1183.4722138272807
0,2013-02-03,충남,1149.7246352262573
0,2013-02-03,전북,1148.784320212853
0,2013-02-03,전남,1123.784241814932
0,2013-02-03,경북,1140.0789765618656
0,2013-02-03,경남,1156.92550653993
0,2013-02-03,제주,1093.6587874725808
0,2013-02-03,세종,1154.2258331302298
0,2013-02-04,서울,1239.0609285888374
0,2013-02-04,부산,1196.025366601673
0,2013-02-04,대구,1172.4048204565763
0,2013-02-04,인천,1168.0692042407993
0,2013-02-04,광주,1147.8874224144934
0,2013-02-04,대전,1209.1740596311647
0,2013-02-04,울산,1267.442905191324
0,2013-02-04,경기,1196.1761647981152
0,2013-02-04,강원,1147.5056170281907
0,2013-02-04,충북,1183.4813047363716
0,2013-02-04,충남,1149.3882715898935
0,2013-02-04,전북,1148.7934111219436
0,2013-02-04,전남,1123.7387872694776
0,2013-02-04,경북,1140.12443110732
0,2013-02-04,경남,1157.1164156308391
0,2013-02-04,제주,1093.6587874725808
0,2013-02-04,세종,1155.680378584775
0,2013-02-05,서울,1242.1882013161105
0,2013-02-05,부산,1197.3253666016733
0,2013-02-05,대구,1173.2139113656676
0,2013-02-05,인천,1168.5692042407993
0,2013-02-05,광주,1148.014695141766
0,2013-02-05,대전,1208.5286050857103
0,2013-02-05,울산,1268.9156324640508
0,2013-02-05,경기,1197.8488920708426
0,2013-02-05,강원,1147.687435210009
0,2013-02-05,충북,1184.5631229181895
0,2013-02-05,충남,1150.4246352262571
0,2013-02-05,전북,1149.0843202128526
0,2013-02-05,전남,1124.0296963603869
0,2013-02-05,경북,1140.92443110732
0,2013-02-05,경남,1157.7982338126574
0,2013-02-05,제주,1119.5678783816718
0,2013-02-05,세종,1155.3894694938665
0,2013-02-06,서울,1243.5791104070192
0,2013-02-06,부산,1198.2890029653097
0,2013-02-06,대구,1174.259365911122
0,2013-02-06,인천,1170.1419315135267
0,2013-02-06,광주,1150.4965133235842
0,2013-02-06,대전,1209.4104232675286
0,2013-02-06,울산,1270.3883597367785
0,2013-02-06,경기,1198.4670738890245
0,2013-02-06,강원,1148.1692533918272
0,2013-02-06,충북,1184.6449411000078
0,2013-02-06,충남,1151.079180680803
0,2013-02-06,전북,1149.6297747583071
0,2013-02-06,전남,1124.0569690876594
0,2013-02-06,경북,1141.2335220164111
0,2013-02-06,경남,1158.598233812657
0,2013-02-06,제주,1120.4406056543992
0,2013-02-06,세종,1154.9076513120478
0,2013-02-07,서울,1245.5972922252013
0,2013-02-07,부산,1200.1890029653098
0,2013-02-07,대구,1175.4957295474858
0,2013-02-07,인천,1171.7237496953448
0,2013-02-07,광주,1152.505604232675
0,2013-02-07,대전,1210.3649687220736
0,2013-02-07,울산,1271.924723373142
0,2013-02-07,경기,1199.6488920708427
0,2013-02-07,강원,1148.987435210009
0,2013-02-07,충북,1185.2085774636444
0,2013-02-07,충남,1151.35190795353
0,2013-02-07,전북,1150.220683849216
0,2013-02-07,전남,1125.0115145422048
0,2013-02-07,경북,1142.051703834593
0,2013-02-07,경남,1158.7800519944756
0,2013-02-07,제주,1120.3042420180357
0,2013-02-07,세종,1155.0531058575025
0,2013-02-08,서울,1248.5336558615647
0,2013-02-08,부산,1202.6344575107644
0,2013-02-08,대구,1178.4320931838497
0,2013-02-08,인천,1173.0146587862537
0,2013-02-08,광주,1156.0146951417662
0,2013-02-08,대전,1211.6740596311647
0,2013-02-08,울산,1273.351996100415
0,2013-02-08,경기,1201.7761647981154
0,2013-02-08,강원,1151.0147079372814
0,2013-02-08,충북,1186.7176683727353
0,2013-02-08,충남,1152.8246352262572
0,2013-02-08,전북,1151.429774758307
0,2013-02-08,전남,1126.5024236331135
0,2013-02-08,경북,1144.1607947436837
0,2013-02-08,경남,1160.3891429035664
0,2013-02-08,제주,1150.1224238362172
0,2013-02-08,세종,1157.207651312048
0,2013-02-09,서울,1251.415474043383
0,2013-02-09,부산,1205.6890029653098
0,2013-02-09,대구,1179.9957295474856
0,2013-02-09,인천,1174.896476968072
0,2013-02-09,광주,1159.641967869039
0,2013-02-09,대전,1215.146786903892
0,2013-02-09,울산,1274.115632464051
0,2013-02-09,경기,1205.003437525388
0,2013-02-09,강원,1152.3965261191
0,2013-02-09,충북,1188.235850190917
0,2013-02-09,충남,1154.65190795353
0,2013-02-09,전북,1153.4570474855798
